X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon
-6.00232196475024,37.4103460719271,,,,,,,"-1","0","-1",,
-6.00233479152036,37.4103286182987,,,,,,,"-1","0","-1",,
-6.00233465266865,37.4103297592765,,,,,,,"-1","0","-1",,
-6.00235011168513,37.4103188497643,,,,,,,"-1","0","-1",,
-6.00237247292918,37.410291992939,,,,,,,"-1","0","-1",,
-6.00236208982485,37.410263818682,,,,,,,"-1","0","-1",,
-6.00228904042006,37.4102764242795,,,,,,,"-1","0","-1",,
-6.00232200997692,37.4103449355785,,,,,,,"-1","0","-1",,
